,date,id,content,hashtags
0,2020-06-29 23:57:10+00:00,1277753004523831296,UK Will Not Require Visitors From Low-Risk Countries to Quarantine https://t.co/Dh7xZSiY19 via @Skift #quarantine #COVID19 #travel,"['quarantine', 'COVID19', 'travel']"
1,2020-06-29 23:44:39+00:00,1277749856338149383,"A sharp decline over the weekend of #COVID19 cases in #Ukraine. As of June 29, 2020: 646 new cases of #coronavirus, totaling 43,628. 1,147 people have died. Numerous regions in Ukraine re-introduced #quarantine measures. Hospitals are preparing for 2nd &amp; 3rd wave of COVID19.","['COVID19', 'Ukraine', 'coronavirus', 'quarantine']"
2,2020-06-29 23:22:00+00:00,1277744153657577473,"The Last #Mask...😷...(🔊⬆️)
•
#family #MaskUp #comedy #skit #brother #fight #sketch #comedian #hilarious #comedyvideo #comedycentral #fighting #funny #video #jokes #awesome #COVID19 #COVIDIOTS #Masks #subscription #follow #fun #QuarantineLife #Quarantine #QuarantineTimes #joke https://t.co/JlxhiKahBm","['Mask', 'family', 'MaskUp', 'comedy', 'skit', 'brother', 'fight', 'sketch', 'comedian', 'hilarious', 'comedyvideo', 'comedycentral', 'fighting', 'funny', 'video', 'jokes', 'awesome', 'COVID19', 'COVIDIOTS', 'Masks', 'subscription', 'follow', 'fun', 'QuarantineLife', 'Quarantine', 'QuarantineTimes', 'joke']"
3,2020-06-29 23:04:05+00:00,1277739645766381575,"🌸✋🌼😷💮👐🌸😷🌼✋💮
#facemasks #facemasks4all
#gifts #shoppingonline #healthandsafety #onlineshopping #socialdistancing #Quarantine
CDC recommends the use of cloth face coverings to supplement social distancing in fight against spread of  #covid19
https://t.co/jw6wmOOwFG https://t.co/p6JGW2OU4S","['facemasks', 'facemasks4all', 'gifts', 'shoppingonline', 'healthandsafety', 'onlineshopping', 'socialdistancing', 'Quarantine', 'covid19']"
4,2020-06-29 22:50:52+00:00,1277736321155510279,New 😷Face Masks😷 On Deck‼️ Come Check Us Out! #Reason #FaceMask #Covid19 #Corona #quarantine @ Alief https://t.co/7cKtOKTscX,"['Reason', 'FaceMask', 'Covid19', 'Corona', 'quarantine']"
5,2020-06-29 22:46:18+00:00,1277735172658458624,Subscribe @ https://t.co/J4O6N5585z |#job #JOY #CoronaWillEndSoon #USA #Trending #COVID19 #Covid_19 #StayHomeStaySafe #Quarantine #Viral #lockdown https://t.co/fJ3dGg49zM,"['job', 'JOY', 'CoronaWillEndSoon', 'USA', 'Trending', 'COVID19', 'Covid_19', 'StayHomeStaySafe', 'Quarantine', 'Viral', 'lockdown']"
6,2020-06-29 22:45:28+00:00,1277734959520849921,"20,000 cases of #COVID19 in #Arkansas.  At record pace too.
Folks its time to start #WearAMask &amp; do better at #socialdistancing. Maybe stay home a little more &amp; stop gathering up in groups.
#coronavirus isn't going anywhere anytime soon if we don't do better.
#Quarantine","['COVID19', 'Arkansas', 'WearAMask', 'socialdistancing', 'coronavirus', 'Quarantine']"
7,2020-06-29 22:38:28+00:00,1277733197992751104,"I’m a parent in #Arizona and no way will I send my kid to school in 4 weeks. Senior year. I’m autoimmune compromised and it’s not worth a piss poor education (my 3rd kid, wish we didn’t raise kids here) to expose us all to #COVID19 when we’ve been in #Quarantine 4 months.","['Arizona', 'COVID19', 'Quarantine']"
8,2020-06-29 22:34:34+00:00,1277732217033232384,"Update 29th June 2020 @23:25 UTC: Coronavirus Confirmed Cases and Deaths by Country, Territory, or Conveyance Subject To Change: #coronavirus #COVID19 #pandemic #quarantine #GlobalEmergency #HealthEmergency https://t.co/SCEjGPoSiy","['coronavirus', 'COVID19', 'pandemic', 'quarantine', 'GlobalEmergency', 'HealthEmergency']"
9,2020-06-29 22:32:07+00:00,1277731600814542853,"So proud to be part of this #team. 

https://t.co/L7yuC5xGyB

As we say goodbye to our current department but say HELLO to our brand new campus. 

#covid19 #lockdown #Quarantine #JGC #dancing #dancinglinkworker #youthwork #newterm #newschool #school #august #love","['team', 'covid19', 'lockdown', 'Quarantine', 'JGC', 'dancing', 'dancinglinkworker', 'youthwork', 'newterm', 'newschool', 'school', 'august', 'love']"
10,2020-06-29 22:30:05+00:00,1277731091495952384,"Please be #safe. 
#covid19
##covid #coronavirus #corona #stayhome #d #staysafe #stayathome #cov #quarantine #socialdistancing #lockdown  #pandemic #virus #love https://t.co/bZlYnyx21o","['safe', 'covid19', 'covid', 'coronavirus', 'corona', 'stayhome', 'd', 'staysafe', 'stayathome', 'cov', 'quarantine', 'socialdistancing', 'lockdown', 'pandemic', 'virus', 'love']"
11,2020-06-29 22:20:45+00:00,1277728741934825472,Subscribe @ https://t.co/J4O6N5585z |#depression #lockdown #life #Mentalhealth #coronavirus #Trending #USA #JOY #COVID19 #Quarantine #StayHomeStaySafe https://t.co/fJ3dGg49zM,"['depression', 'lockdown', 'life', 'Mentalhealth', 'coronavirus', 'Trending', 'USA', 'JOY', 'COVID19', 'Quarantine', 'StayHomeStaySafe']"
12,2020-06-29 22:16:18+00:00,1277727620302434304,Will I ever be able to go to the park?Or meet Mickey Mouse? #covid19 #Quarantine #normalchildhood https://t.co/lOaMjR7uWI,"['covid19', 'Quarantine', 'normalchildhood']"
13,2020-06-29 22:12:44+00:00,1277726722486566912,When “Amazon purchases” becomes a monthly budget item 👀 #onlineshopping #amazon #AmazonPrime #memes #QuarantineLife #COVID19 #Quarantine https://t.co/6qhtK53FtV,"['onlineshopping', 'amazon', 'AmazonPrime', 'memes', 'QuarantineLife', 'COVID19', 'Quarantine']"
14,2020-06-29 22:01:14+00:00,1277723830807662597,"Get your membership to obtain advice from the best team in the business field. For more information go to 👉 https://t.co/56Fdl2GMGA

#LatinosinUSA #Entrepreneur #LBA #latinbusinessassociation #LosAngeles #California #COVID19 #Quarantine #TeleTrabajo #Prevention https://t.co/FBGrvWzZ3n","['LatinosinUSA', 'Entrepreneur', 'LBA', 'latinbusinessassociation', 'LosAngeles', 'California', 'COVID19', 'Quarantine', 'TeleTrabajo', 'Prevention']"
15,2020-06-29 22:00:21+00:00,1277723605690875904,#ICYMI #AEW #AEWFyterFest #FyterFest preview/predictions https://t.co/zuKhINZQDJ #GR8 #AEWDynamite #AEWDark #AEWonTNT #ImWithAEW #WWERaw #WWENXT #SmackDown #ExtremeRules #AllLivesMatter #BlackLivesMatter #Coronavirus #COVID19 #Quarantine #SpeakingOut #MondayNightRAW,"['ICYMI', 'AEW', 'AEWFyterFest', 'FyterFest', 'GR8', 'AEWDynamite', 'AEWDark', 'AEWonTNT', 'ImWithAEW', 'WWERaw', 'WWENXT', 'SmackDown', 'ExtremeRules', 'AllLivesMatter', 'BlackLivesMatter', 'Coronavirus', 'COVID19', 'Quarantine', 'SpeakingOut', 'MondayNightRAW']"
16,2020-06-29 21:59:08+00:00,1277723302006599680,Uh oh. Have coronavirus shelter-in-place comfort foods put your healthy diet on the back shelf? Here are 4 tips to help you pick the best foods. #30Seconds @jonnybowden #nutrition #diet #covid19 #quarantine #coronavirus #shelterinplace #stayhome https://t.co/shrdlZviWX,"['30Seconds', 'nutrition', 'diet', 'covid19', 'quarantine', 'coronavirus', 'shelterinplace', 'stayhome']"
17,2020-06-29 21:58:22+00:00,1277723108741349376,"Yesterday, I taught the kiddos how to iron. #mommyduty #teamGentle  #ATeam #MESchallenge #MESsapphire #COVID19 #summer2020 #quarantine https://t.co/VtYt1Ytfei","['mommyduty', 'teamGentle', 'ATeam', 'MESchallenge', 'MESsapphire', 'COVID19', 'summer2020', 'quarantine']"
18,2020-06-29 21:58:01+00:00,1277723021772500992,"#Repost @00PN00
• • • • • •
Time to start this #quarantine project. #Zoom #workflow #team #optimism #covid19 #2020 #comedy #funny #pnandfriends #pnisawesome for the full episode of ""PN &amp; FRIENDS:THE QUARANTINE YEARS… https://t.co/vNBnvZppGp","['Repost', 'quarantine', 'Zoom', 'workflow', 'team', 'optimism', 'covid19', 'comedy', 'funny', 'pnandfriends', 'pnisawesome']"
